,Report_Date,Suriname_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
63,2020-03-25,8,63.3156951108797,5.759511401039013,True,64,6.11737684955178,11.391008531155583
64,2020-03-26,8,63.3156951108797,5.759511401039013,True,65,6.634645259539454,11.391008531155583
65,2020-03-27,8,63.3156951108797,5.759511401039013,True,66,7.137855052812061,11.391008531155583
66,2020-03-28,8,63.3156951108797,5.759511401039013,True,67,7.619691211892556,11.391008531155583
67,2020-03-29,8,63.3156951108797,5.759511401039013,True,68,8.074110759634248,11.391008531155583
68,2020-03-30,8,63.3156951108797,5.759511401039013,True,69,8.49657931316363,11.391008531155583
69,2020-03-31,9,63.3156951108797,5.759511401039013,True,70,8.884145599205441,11.391008531155583
70,2020-04-01,10,63.3156951108797,5.759511401039013,True,71,9.23537179352351,11.391008531155583
71,2020-04-02,10,63.3156951108797,5.759511401039013,True,72,9.550155550630553,11.391008531155583
72,2020-04-03,10,63.3156951108797,5.759511401039013,True,73,9.829486726873412,11.391008531155583
73,2020-04-04,10,63.3156951108797,5.759511401039013,True,74,10.075179507923373,11.391008531155583
74,2020-04-05,10,63.3156951108797,5.759511401039013,True,75,10.28961230268338,11.391008531155583
75,2020-04-06,10,63.3156951108797,5.759511401039013,True,76,10.475497021889826,11.391008531155583
76,2020-04-07,10,63.3156951108797,5.759511401039013,True,77,10.635689068272058,11.391008531155583
77,2020-04-08,10,63.3156951108797,5.759511401039013,True,78,10.773041157387519,11.391008531155583
