,Report_Date,China_heilongjiang_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
58,2020-03-20,484,16.88020497696633,243.6743291764308,True,59,487.34206277444935,487.34865542075
59,2020-03-21,484,16.88020497696633,243.6743291764308,True,60,487.34360400235624,487.34865542075
60,2020-03-22,484,16.88020497696633,243.6743291764308,True,61,487.3447850852639,487.34865542075
61,2020-03-23,484,16.88020497696633,243.6743291764308,True,62,487.3456901785391,487.34865542075
62,2020-03-24,484,16.88020497696633,243.6743291764308,True,63,487.3463837733848,487.34865542075
63,2020-03-25,484,16.88020497696633,243.6743291764308,True,64,487.3469152914666,487.34865542075
64,2020-03-26,484,16.88020497696633,243.6743291764308,True,65,487.34732260606376,487.34865542075
65,2020-03-27,484,16.88020497696633,243.6743291764308,True,66,487.34763474051806,487.34865542075
66,2020-03-28,484,16.88020497696633,243.6743291764308,True,67,487.3478739361782,487.34865542075
67,2020-03-29,484,16.88020497696633,243.6743291764308,True,68,487.3480572371496,487.34865542075
68,2020-03-30,484,16.88020497696633,243.6743291764308,True,69,487.34819770474553,487.34865542075
69,2020-03-31,484,16.88020497696633,243.6743291764308,True,70,487.34830534816,487.34865542075
70,2020-04-01,484,16.88020497696633,243.6743291764308,True,71,487.34838783767094,487.34865542075
71,2020-04-02,488,16.88020497696633,243.6743291764308,True,72,487.34845105118796,487.34865542075
72,2020-04-03,489,16.88020497696633,243.6743291764308,True,73,487.34849949308557,487.34865542075
73,2020-04-04,491,16.88020497696633,243.6743291764308,True,74,487.34853661516684,487.34865542075
74,2020-04-05,504,16.88020497696633,243.6743291764308,True,75,487.3485650626252,487.34865542075
75,2020-04-06,524,16.88020497696633,243.6743291764308,True,76,487.3485868625307,487.34865542075
76,2020-04-07,544,16.88020497696633,243.6743291764308,True,77,487.3486035682715,487.34865542075
77,2020-04-08,569,16.88020497696633,243.6743291764308,True,78,487.3486163702432,487.34865542075
