,Report_Date,China_fujian_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
24,2020-02-15,285,12.415678565400244,155.28408983608333,True,25,293.2204082373681,310.5681665862387
25,2020-02-16,287,12.415678565400244,155.28408983608333,True,26,296.5537598315983,310.5681665862387
26,2020-02-17,290,12.415678565400244,155.28408983608333,True,27,299.27128876132105,310.5681665862387
27,2020-02-18,292,12.415678565400244,155.28408983608333,True,28,301.4780156222587,310.5681665862387
28,2020-02-19,293,12.415678565400244,155.28408983608333,True,29,303.2642023918147,310.5681665862387
29,2020-02-20,293,12.415678565400244,155.28408983608333,True,30,304.7062339056404,310.5681665862387
30,2020-02-21,293,12.415678565400244,155.28408983608333,True,31,305.8679762094623,310.5681665862387
31,2020-02-22,293,12.415678565400244,155.28408983608333,True,32,306.80232559389066,310.5681665862387
32,2020-02-23,293,12.415678565400244,155.28408983608333,True,33,307.5527675824019,310.5681665862387
33,2020-02-24,293,12.415678565400244,155.28408983608333,True,34,308.15484129441546,310.5681665862387
34,2020-02-25,294,12.415678565400244,155.28408983608333,True,35,308.63745633080003,310.5681665862387
35,2020-02-26,294,12.415678565400244,155.28408983608333,True,36,309.0240425022583,310.5681665862387
36,2020-02-27,296,12.415678565400244,155.28408983608333,True,37,309.33353268473985,310.5681665862387
37,2020-02-28,296,12.415678565400244,155.28408983608333,True,38,309.5811901165007,310.5681665862387
38,2020-02-29,296,12.415678565400244,155.28408983608333,True,39,309.7792967166773,310.5681665862387
39,2020-03-01,296,12.415678565400244,155.28408983608333,True,40,309.93772072824834,310.5681665862387
40,2020-03-02,296,12.415678565400244,155.28408983608333,True,41,310.0643816629281,310.5681665862387
41,2020-03-03,296,12.415678565400244,155.28408983608333,True,42,310.16562911793267,310.5681665862387
42,2020-03-04,296,12.415678565400244,155.28408983608333,True,43,310.24655014537234,310.5681665862387
43,2020-03-05,296,12.415678565400244,155.28408983608333,True,44,310.31121784105454,310.5681665862387
44,2020-03-06,296,12.415678565400244,155.28408983608333,True,45,310.362891879818,310.5681665862387
45,2020-03-07,296,12.415678565400244,155.28408983608333,True,46,310.40417995945074,310.5681665862387
46,2020-03-08,296,12.415678565400244,155.28408983608333,True,47,310.43716756538987,310.5681665862387
47,2020-03-09,296,12.415678565400244,155.28408983608333,True,48,310.46352213990315,310.5681665862387
48,2020-03-10,296,12.415678565400244,155.28408983608333,True,49,310.4845766199161,310.5681665862387
49,2020-03-11,296,12.415678565400244,155.28408983608333,True,50,310.50139637583976,310.5681665862387
50,2020-03-12,296,12.415678565400244,155.28408983608333,True,51,310.5148328153215,310.5681665862387
51,2020-03-13,296,12.415678565400244,155.28408983608333,True,52,310.5255662865648,310.5681665862387
52,2020-03-14,296,12.415678565400244,155.28408983608333,True,53,310.53414040330307,310.5681665862387
53,2020-03-15,296,12.415678565400244,155.28408983608333,True,54,310.54098949773544,310.5681665862387
54,2020-03-16,296,12.415678565400244,155.28408983608333,True,55,310.5464605715708,310.5681665862387
55,2020-03-17,296,12.415678565400244,155.28408983608333,True,56,310.5508308442047,310.5681665862387
56,2020-03-18,296,12.415678565400244,155.28408983608333,True,57,310.5543217788329,310.5681665862387
57,2020-03-19,296,12.415678565400244,155.28408983608333,True,58,310.5571102919361,310.5681665862387
58,2020-03-20,299,12.415678565400244,155.28408983608333,True,59,310.55933771081305,310.5681665862387
59,2020-03-21,303,12.415678565400244,155.28408983608333,True,60,310.5611169309727,310.5681665862387
60,2020-03-22,313,12.415678565400244,155.28408983608333,True,61,310.56253813476656,310.5681665862387
61,2020-03-23,313,12.415678565400244,155.28408983608333,True,62,310.56367336023266,310.5681665862387
62,2020-03-24,318,12.415678565400244,155.28408983608333,True,63,310.5645801511727,310.5681665862387
63,2020-03-25,322,12.415678565400244,155.28408983608333,True,64,310.5653044731208,310.5681665862387
64,2020-03-26,328,12.415678565400244,155.28408983608333,True,65,310.5658830427853,310.5681665862387
65,2020-03-27,331,12.415678565400244,155.28408983608333,True,66,310.5663451888999,310.5681665862387
66,2020-03-28,337,12.415678565400244,155.28408983608333,True,67,310.5667143387195,310.5681665862387
67,2020-03-29,338,12.415678565400244,155.28408983608333,True,68,310.5670092054545,310.5681665862387
68,2020-03-30,340,12.415678565400244,155.28408983608333,True,69,310.5672447368007,310.5681665862387
69,2020-03-31,343,12.415678565400244,155.28408983608333,True,70,310.56743287262435,310.5681665862387
70,2020-04-01,345,12.415678565400244,155.28408983608333,True,71,310.5675831501943,310.5681665862387
71,2020-04-02,345,12.415678565400244,155.28408983608333,True,72,310.56770318763677,310.5681665862387
72,2020-04-03,349,12.415678565400244,155.28408983608333,True,73,310.5677990701099,310.5681665862387
73,2020-04-04,350,12.415678565400244,155.28408983608333,True,74,310.56787565827426,310.5681665862387
74,2020-04-05,350,12.415678565400244,155.28408983608333,True,75,310.5679368346924,310.5681665862387
75,2020-04-06,350,12.415678565400244,155.28408983608333,True,76,310.5679857006474,310.5681665862387
76,2020-04-07,351,12.415678565400244,155.28408983608333,True,77,310.5680247333574,310.5681665862387
77,2020-04-08,351,12.415678565400244,155.28408983608333,True,78,310.5680559115544,310.5681665862387
