,Report_Date,Canada_nova scotia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
23,2020-02-14,0,79.76481412624842,377.0949282633042,False,24,0.24086001258620313,754.1898565266083
24,2020-02-15,0,79.76481412624842,377.0949282633042,False,25,0.27824505203863475,754.1898565266083
25,2020-02-16,0,79.76481412624842,377.0949282633042,False,26,0.32143032916805164,754.1898565266083
26,2020-02-17,0,79.76481412624842,377.0949282633042,False,27,0.3713149154747718,754.1898565266083
27,2020-02-18,0,79.76481412624842,377.0949282633042,False,28,0.4289369672025524,754.1898565266083
28,2020-02-19,0,79.76481412624842,377.0949282633042,False,29,0.4954951489597682,754.1898565266083
29,2020-02-20,0,79.76481412624842,377.0949282633042,False,30,0.5723733263200305,754.1898565266083
30,2020-02-21,0,79.76481412624842,377.0949282633042,False,31,0.6611690158286875,754.1898565266083
31,2020-02-22,0,79.76481412624842,377.0949282633042,False,32,0.7637261503197726,754.1898565266083
32,2020-02-23,0,79.76481412624842,377.0949282633042,False,33,0.8821727956121093,754.1898565266083
33,2020-02-24,0,79.76481412624842,377.0949282633042,False,34,1.0189645421629494,754.1898565266083
34,2020-02-25,0,79.76481412624842,377.0949282633042,False,35,1.1769343926518554,754.1898565266083
35,2020-02-26,0,79.76481412624842,377.0949282633042,False,36,1.359350074075901,754.1898565266083
36,2020-02-27,0,79.76481412624842,377.0949282633042,False,37,1.5699798207549385,754.1898565266083
37,2020-02-28,0,79.76481412624842,377.0949282633042,False,38,1.813167802162687,754.1898565266083
38,2020-02-29,0,79.76481412624842,377.0949282633042,False,39,2.0939205054677696,754.1898565266083
39,2020-03-01,0,79.76481412624842,377.0949282633042,False,40,2.418005524790478,754.1898565266083
40,2020-03-02,0,79.76481412624842,377.0949282633042,False,41,2.792064353691699,754.1898565266083
41,2020-03-03,0,79.76481412624842,377.0949282633042,False,42,3.223740918533595,754.1898565266083
42,2020-03-04,0,79.76481412624842,377.0949282633042,False,43,3.7218277195864857,754.1898565266083
43,2020-03-05,0,79.76481412624842,377.0949282633042,False,44,4.296431551963462,754.1898565266083
44,2020-03-06,0,79.76481412624842,377.0949282633042,False,45,4.959160842703744,754.1898565266083
45,2020-03-07,0,79.76481412624842,377.0949282633042,False,46,5.723336640408205,754.1898565266083
46,2020-03-08,0,79.76481412624842,377.0949282633042,False,47,6.604229198538226,754.1898565266083
47,2020-03-09,0,79.76481412624842,377.0949282633042,False,48,7.619321861452435,754.1898565266083
48,2020-03-10,0,79.76481412624842,377.0949282633042,False,49,8.788603539491302,754.1898565266083
49,2020-03-11,0,79.76481412624842,377.0949282633042,False,50,10.134890376609652,754.1898565266083
50,2020-03-12,0,79.76481412624842,377.0949282633042,False,51,11.684176183749722,754.1898565266083
51,2020-03-13,0,79.76481412624842,377.0949282633042,False,52,13.466009725223673,754.1898565266083
52,2020-03-14,0,79.76481412624842,377.0949282633042,False,53,15.513894873381275,754.1898565266083
53,2020-03-15,0,79.76481412624842,377.0949282633042,False,54,17.865706836155532,754.1898565266083
54,2020-03-16,5,79.76481412624842,377.0949282633042,False,55,20.564113941387667,754.1898565266083
55,2020-03-17,7,79.76481412624842,377.0949282633042,False,56,23.656989650020076,754.1898565266083
56,2020-03-18,12,79.76481412624842,377.0949282633042,False,57,27.197793393677653,754.1898565266083
57,2020-03-19,14,79.76481412624842,377.0949282633042,False,58,31.24589135411096,754.1898565266083
58,2020-03-20,15,79.76481412624842,377.0949282633042,False,59,35.86677936877111,754.1898565266083
59,2020-03-21,21,79.76481412624842,377.0949282633042,False,60,41.13215985536415,754.1898565266083
60,2020-03-22,28,79.76481412624842,377.0949282633042,False,61,47.11981333903132,754.1898565266083
61,2020-03-23,41,79.76481412624842,377.0949282633042,False,62,53.91319354175517,754.1898565266083
62,2020-03-24,51,79.76481412624842,377.0949282633042,False,63,61.60066425953938,754.1898565266083
63,2020-03-25,68,79.76481412624842,377.0949282633042,False,64,70.27428825838291,754.1898565266083
64,2020-03-26,73,79.76481412624842,377.0949282633042,False,65,80.02807577076733,754.1898565266083
65,2020-03-27,90,79.76481412624842,377.0949282633042,False,66,90.95560625437741,754.1898565266083
66,2020-03-28,110,79.76481412624842,377.0949282633042,False,67,103.14695589550041,754.1898565266083
67,2020-03-29,122,79.76481412624842,377.0949282633042,False,68,116.68489911168996,754.1898565266083
68,2020-03-30,127,79.76481412624842,377.0949282633042,False,69,131.6404086351387,754.1898565266083
69,2020-03-31,147,79.76481412624842,377.0949282633042,False,70,148.06755739612456,754.1898565266083
70,2020-04-01,173,79.76481412624842,377.0949282633042,False,71,165.9980246744719,754.1898565266083
71,2020-04-02,193,79.76481412624842,377.0949282633042,False,72,185.43552197104754,754.1898565266083
72,2020-04-03,207,79.76481412624842,377.0949282633042,False,73,206.35056741638283,754.1898565266083
73,2020-04-04,236,79.76481412624842,377.0949282633042,False,74,228.6761313141862,754.1898565266083
74,2020-04-05,262,79.76481412624842,377.0949282633042,False,75,252.30472490586402,754.1898565266083
75,2020-04-06,293,79.76481412624842,377.0949282633042,False,76,277.08748459413044,754.1898565266083
76,2020-04-07,310,79.76481412624842,377.0949282633042,False,77,302.8356960195951,754.1898565266083
77,2020-04-08,310,79.76481412624842,377.0949282633042,False,78,329.3250019285225,754.1898565266083
