,Report_Date,Senegal_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
20,2020-02-11,0,68.58839642664906,150.04085192293607,True,21,0.10185052631984465,288.970176624583
21,2020-02-12,0,68.58839642664906,150.04085192293607,True,22,0.12045781084368992,288.970176624583
22,2020-02-13,0,68.58839642664906,150.04085192293607,True,23,0.14246288447973587,288.970176624583
23,2020-02-14,0,68.58839642664906,150.04085192293607,True,24,0.16848555795797004,288.970176624583
24,2020-02-15,0,68.58839642664906,150.04085192293607,True,25,0.19925844877995857,288.970176624583
25,2020-02-16,0,68.58839642664906,150.04085192293607,True,26,0.2356474100140403,288.970176624583
26,2020-02-17,0,68.58839642664906,150.04085192293607,True,27,0.2786756178740518,288.970176624583
27,2020-02-18,0,68.58839642664906,150.04085192293607,True,28,0.3295519570718307,288.970176624583
28,2020-02-19,0,68.58839642664906,150.04085192293607,True,29,0.38970444797733217,288.970176624583
29,2020-02-20,0,68.58839642664906,150.04085192293607,True,30,0.4608195792496835,288.970176624583
30,2020-02-21,0,68.58839642664906,150.04085192293607,True,31,0.5448885446901678,288.970176624583
31,2020-02-22,0,68.58839642664906,150.04085192293607,True,32,0.6442615339603792,288.970176624583
32,2020-02-23,0,68.58839642664906,150.04085192293607,True,33,0.7617113929759091,288.970176624583
33,2020-02-24,0,68.58839642664906,150.04085192293607,True,34,0.9005081493190507,288.970176624583
34,2020-02-25,0,68.58839642664906,150.04085192293607,True,35,1.0645060869133083,288.970176624583
35,2020-02-26,0,68.58839642664906,150.04085192293607,True,36,1.2582452453847843,288.970176624583
36,2020-02-27,0,68.58839642664906,150.04085192293607,True,37,1.4870694014700754,288.970176624583
37,2020-02-28,0,68.58839642664906,150.04085192293607,True,38,1.757262744691469,288.970176624583
38,2020-02-29,0,68.58839642664906,150.04085192293607,True,39,2.0762075607276325,288.970176624583
39,2020-03-01,0,68.58839642664906,150.04085192293607,True,40,2.4525652449135675,288.970176624583
40,2020-03-02,1,68.58839642664906,150.04085192293607,True,41,2.896482830497022,288.970176624583
41,2020-03-03,2,68.58839642664906,150.04085192293607,True,42,3.4198268559281573,288.970176624583
42,2020-03-04,4,68.58839642664906,150.04085192293607,True,43,4.036445709732589,288.970176624583
43,2020-03-05,4,68.58839642664906,150.04085192293607,True,44,4.76246044386293,288.970176624583
44,2020-03-06,4,68.58839642664906,150.04085192293607,True,45,5.616582260041097,288.970176624583
45,2020-03-07,4,68.58839642664906,150.04085192293607,True,46,6.62045222647058,288.970176624583
46,2020-03-08,4,68.58839642664906,150.04085192293607,True,47,7.798995006380801,288.970176624583
47,2020-03-09,4,68.58839642664906,150.04085192293607,True,48,9.18077316888046,288.970176624583
48,2020-03-10,4,68.58839642664906,150.04085192293607,True,49,10.798321685061385,288.970176624583
49,2020-03-11,4,68.58839642664906,150.04085192293607,True,50,12.688433199597057,288.970176624583
50,2020-03-12,4,68.58839642664906,150.04085192293607,True,51,14.892353440399749,288.970176624583
51,2020-03-13,10,68.58839642664906,150.04085192293607,True,52,17.455832773959273,288.970176624583
52,2020-03-14,10,68.58839642664906,150.04085192293607,True,53,20.428964982387928,288.970176624583
53,2020-03-15,24,68.58839642664906,150.04085192293607,True,54,23.865729120457235,288.970176624583
54,2020-03-16,24,68.58839642664906,150.04085192293607,True,55,27.82313716921869,288.970176624583
55,2020-03-17,26,68.58839642664906,150.04085192293607,True,56,32.359882897770916,288.970176624583
56,2020-03-18,31,68.58839642664906,150.04085192293607,True,57,37.53439122915305,288.970176624583
57,2020-03-19,31,68.58839642664906,150.04085192293607,True,58,43.40218926788682,288.970176624583
58,2020-03-20,38,68.58839642664906,150.04085192293607,True,59,50.0125673957596,288.970176624583
59,2020-03-21,47,68.58839642664906,150.04085192293607,True,60,57.40457771957283,288.970176624583
60,2020-03-22,67,68.58839642664906,150.04085192293607,True,61,65.60252977545312,288.970176624583
61,2020-03-23,79,68.58839642664906,150.04085192293607,True,62,74.61128387508151,288.970176624583
62,2020-03-24,86,68.58839642664906,150.04085192293607,True,63,84.41179314072627,288.970176624583
63,2020-03-25,99,68.58839642664906,150.04085192293607,True,64,94.9574748565378,288.970176624583
64,2020-03-26,105,68.58839642664906,150.04085192293607,True,65,106.17205817495898,288.970176624583
65,2020-03-27,119,68.58839642664906,150.04085192293607,True,66,117.94951485619538,288.970176624583
66,2020-03-28,130,68.58839642664906,150.04085192293607,True,67,130.15650299906244,288.970176624583
67,2020-03-29,142,68.58839642664906,150.04085192293607,True,68,142.63744253260887,288.970176624583
68,2020-03-30,162,68.58839642664906,150.04085192293607,True,69,155.2219402793746,288.970176624583
69,2020-03-31,175,68.58839642664906,150.04085192293607,True,70,167.73387581637778,288.970176624583
70,2020-04-01,190,68.58839642664906,150.04085192293607,True,71,180.00114908558476,288.970176624583
71,2020-04-02,195,68.58839642664906,150.04085192293607,True,72,191.86496234828394,288.970176624583
72,2020-04-03,207,68.58839642664906,150.04085192293607,True,73,203.18759966944455,288.970176624583
73,2020-04-04,219,68.58839642664906,150.04085192293607,True,74,213.85795043093452,288.970176624583
74,2020-04-05,222,68.58839642664906,150.04085192293607,True,75,223.79442036068548,288.970176624583
75,2020-04-06,226,68.58839642664906,150.04085192293607,True,76,232.94528252952463,288.970176624583
76,2020-04-07,237,68.58839642664906,150.04085192293607,True,77,241.2868523531469,288.970176624583
77,2020-04-08,244,68.58839642664906,150.04085192293607,True,78,248.82007240453714,288.970176624583
