,Report_Date,France_french polynesia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
29,2020-02-20,0,65.66614621947753,26.025484797190693,True,30,0.09997144278839505,51.03402084503743
30,2020-02-21,0,65.66614621947753,26.025484797190693,True,31,0.11908549830520151,51.03402084503743
31,2020-02-22,0,65.66614621947753,26.025484797190693,True,32,0.1418440905503355,51.03402084503743
32,2020-02-23,0,65.66614621947753,26.025484797190693,True,33,0.16893795946821294,51.03402084503743
33,2020-02-24,0,65.66614621947753,26.025484797190693,True,34,0.20118701409177922,51.03402084503743
34,2020-02-25,0,65.66614621947753,26.025484797190693,True,35,0.23956375813969263,51.03402084503743
35,2020-02-26,0,65.66614621947753,26.025484797190693,True,36,0.2852206584133606,51.03402084503743
36,2020-02-27,0,65.66614621947753,26.025484797190693,True,37,0.3395219897626858,51.03402084503743
37,2020-02-28,0,65.66614621947753,26.025484797190693,True,38,0.4040807046991336,51.03402084503743
38,2020-02-29,0,65.66614621947753,26.025484797190693,True,39,0.4808008593029786,51.03402084503743
39,2020-03-01,0,65.66614621947753,26.025484797190693,True,40,0.5719260622277547,51.03402084503743
40,2020-03-02,0,65.66614621947753,26.025484797190693,True,41,0.6800942758119657,51.03402084503743
41,2020-03-03,0,65.66614621947753,26.025484797190693,True,42,0.8083990542911889,51.03402084503743
42,2020-03-04,0,65.66614621947753,26.025484797190693,True,43,0.9604569099109135,51.03402084503743
43,2020-03-05,0,65.66614621947753,26.025484797190693,True,44,1.1404798971129164,51.03402084503743
44,2020-03-06,0,65.66614621947753,26.025484797190693,True,45,1.353351628735916,51.03402084503743
45,2020-03-07,0,65.66614621947753,26.025484797190693,True,46,1.604703705913089,51.03402084503743
46,2020-03-08,0,65.66614621947753,26.025484797190693,True,47,1.9009878692920739,51.03402084503743
47,2020-03-09,0,65.66614621947753,26.025484797190693,True,48,2.2495369852953293,51.03402084503743
48,2020-03-10,0,65.66614621947753,26.025484797190693,True,49,2.658605221255743,51.03402084503743
49,2020-03-11,0,65.66614621947753,26.025484797190693,True,50,3.1373744632449063,51.03402084503743
50,2020-03-12,0,65.66614621947753,26.025484797190693,True,51,3.695910348258555,51.03402084503743
51,2020-03-13,3,65.66614621947753,26.025484797190693,True,52,4.345047590032878,51.03402084503743
52,2020-03-14,3,65.66614621947753,26.025484797190693,True,53,5.096181257966399,51.03402084503743
53,2020-03-15,3,65.66614621947753,26.025484797190693,True,54,5.960939406366592,51.03402084503743
54,2020-03-16,3,65.66614621947753,26.025484797190693,True,55,6.9507144741196125,51.03402084503743
55,2020-03-17,3,65.66614621947753,26.025484797190693,True,56,8.076038068163058,51.03402084503743
56,2020-03-18,3,65.66614621947753,26.025484797190693,True,57,9.345798040391553,51.03402084503743
57,2020-03-19,6,65.66614621947753,26.025484797190693,True,58,10.766319515975765,51.03402084503743
58,2020-03-20,11,65.66614621947753,26.025484797190693,True,59,12.340362524782412,51.03402084503743
59,2020-03-21,15,65.66614621947753,26.025484797190693,True,60,14.06612520789841,51.03402084503743
60,2020-03-22,18,65.66614621947753,26.025484797190693,True,61,15.936376686290307,51.03402084503743
61,2020-03-23,18,65.66614621947753,26.025484797190693,True,62,17.937867515143616,51.03402084503743
62,2020-03-24,25,65.66614621947753,26.025484797190693,True,63,20.051166398143017,51.03402084503743
63,2020-03-25,25,65.66614621947753,26.025484797190693,True,64,22.25103978700089,51.03402084503743
64,2020-03-26,30,65.66614621947753,26.025484797190693,True,65,24.50742355216481,51.03402084503743
65,2020-03-27,30,65.66614621947753,26.025484797190693,True,66,26.78694169384454,51.03402084503743
66,2020-03-28,30,65.66614621947753,26.025484797190693,True,67,29.054826249864337,51.03402084503743
67,2020-03-29,30,65.66614621947753,26.025484797190693,True,68,31.27701185736827,51.03402084503743
68,2020-03-30,36,65.66614621947753,26.025484797190693,True,69,33.42214171981123,51.03402084503743
69,2020-03-31,36,65.66614621947753,26.025484797190693,True,70,35.4632404635224,51.03402084503743
70,2020-04-01,37,65.66614621947753,26.025484797190693,True,71,37.37887765697394,51.03402084503743
71,2020-04-02,37,65.66614621947753,26.025484797190693,True,72,39.15374293534469,51.03402084503743
72,2020-04-03,39,65.66614621947753,26.025484797190693,True,73,40.77865279838914,51.03402084503743
73,2020-04-04,40,65.66614621947753,26.025484797190693,True,74,42.25008705389595,51.03402084503743
74,2020-04-05,41,65.66614621947753,26.025484797190693,True,75,43.56939689280554,51.03402084503743
75,2020-04-06,42,65.66614621947753,26.025484797190693,True,76,44.74183589790313,51.03402084503743
76,2020-04-07,47,65.66614621947753,26.025484797190693,True,77,45.77554781955697,51.03402084503743
77,2020-04-08,51,65.66614621947753,26.025484797190693,True,78,46.68061232481537,51.03402084503743
