,Report_Date,China_qinghai_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
20,2020-02-11,18,10.028123716289917,9.033617411444208,True,21,17.811504805321896,18.06723482288697
21,2020-02-12,18,10.028123716289917,9.033617411444208,True,22,17.892736866055976,18.06723482288697
22,2020-02-13,18,10.028123716289917,9.033617411444208,True,23,17.948337990251268,18.06723482288697
23,2020-02-14,18,10.028123716289917,9.033617411444208,True,24,17.986302795192753,18.06723482288697
24,2020-02-15,18,10.028123716289917,9.033617411444208,True,25,18.01218228689186,18.06723482288697
25,2020-02-16,18,10.028123716289917,9.033617411444208,True,26,18.029803561194058,18.06723482288697
26,2020-02-17,18,10.028123716289917,9.033617411444208,True,27,18.041792566116232,18.06723482288697
27,2020-02-18,18,10.028123716289917,9.033617411444208,True,28,18.04994524820295,18.06723482288697
28,2020-02-19,18,10.028123716289917,9.033617411444208,True,29,18.055487196997497,18.06723482288697
29,2020-02-20,18,10.028123716289917,9.033617411444208,True,30,18.059253531510283,18.06723482288697
30,2020-02-21,18,10.028123716289917,9.033617411444208,True,31,18.061812727156912,18.06723482288697
31,2020-02-22,18,10.028123716289917,9.033617411444208,True,32,18.063551485830956,18.06723482288697
32,2020-02-23,18,10.028123716289917,9.033617411444208,True,33,18.06473273628977,18.06723482288697
33,2020-02-24,18,10.028123716289917,9.033617411444208,True,34,18.0655351940034,18.06723482288697
34,2020-02-25,18,10.028123716289917,9.033617411444208,True,35,18.066080307615316,18.06723482288697
35,2020-02-26,18,10.028123716289917,9.033617411444208,True,36,18.066450597209315,18.06723482288697
36,2020-02-27,18,10.028123716289917,9.033617411444208,True,37,18.066702126710947,18.06723482288697
37,2020-02-28,18,10.028123716289917,9.033617411444208,True,38,18.066872983231896,18.06723482288697
38,2020-02-29,18,10.028123716289917,9.033617411444208,True,39,18.066989040122486,18.06723482288697
39,2020-03-01,18,10.028123716289917,9.033617411444208,True,40,18.067067873129112,18.06723482288697
40,2020-03-02,18,10.028123716289917,9.033617411444208,True,41,18.067121421189892,18.06723482288697
41,2020-03-03,18,10.028123716289917,9.033617411444208,True,42,18.067157794128047,18.06723482288697
42,2020-03-04,18,10.028123716289917,9.033617411444208,True,43,18.067182500690688,18.06723482288697
43,2020-03-05,18,10.028123716289917,9.033617411444208,True,44,18.06719928277118,18.06723482288697
44,2020-03-06,18,10.028123716289917,9.033617411444208,True,45,18.067210682091357,18.06723482288697
45,2020-03-07,18,10.028123716289917,9.033617411444208,True,46,18.06721842513821,18.06723482288697
46,2020-03-08,18,10.028123716289917,9.033617411444208,True,47,18.067223684640823,18.06723482288697
47,2020-03-09,18,10.028123716289917,9.033617411444208,True,48,18.067227257182974,18.06723482288697
48,2020-03-10,18,10.028123716289917,9.033617411444208,True,49,18.067229683848844,18.06723482288697
49,2020-03-11,18,10.028123716289917,9.033617411444208,True,50,18.067231332172742,18.06723482288697
50,2020-03-12,18,10.028123716289917,9.033617411444208,True,51,18.06723245180421,18.06723482288697
51,2020-03-13,18,10.028123716289917,9.033617411444208,True,52,18.06723321231891,18.06723482288697
52,2020-03-14,18,10.028123716289917,9.033617411444208,True,53,18.067233728901925,18.06723482288697
53,2020-03-15,18,10.028123716289917,9.033617411444208,True,54,18.067234079793238,18.06723482288697
54,2020-03-16,18,10.028123716289917,9.033617411444208,True,55,18.067234318137725,18.06723482288697
55,2020-03-17,18,10.028123716289917,9.033617411444208,True,56,18.067234480034276,18.06723482288697
56,2020-03-18,18,10.028123716289917,9.033617411444208,True,57,18.067234590003224,18.06723482288697
57,2020-03-19,18,10.028123716289917,9.033617411444208,True,58,18.067234664700116,18.06723482288697
58,2020-03-20,18,10.028123716289917,9.033617411444208,True,59,18.067234715438314,18.06723482288697
59,2020-03-21,18,10.028123716289917,9.033617411444208,True,60,18.067234749902457,18.06723482288697
60,2020-03-22,18,10.028123716289917,9.033617411444208,True,61,18.067234773312382,18.06723482288697
61,2020-03-23,18,10.028123716289917,9.033617411444208,True,62,18.06723478921368,18.06723482288697
62,2020-03-24,18,10.028123716289917,9.033617411444208,True,63,18.0672348000147,18.06723482288697
63,2020-03-25,18,10.028123716289917,9.033617411444208,True,64,18.067234807351344,18.06723482288697
64,2020-03-26,18,10.028123716289917,9.033617411444208,True,65,18.06723481233479,18.06723482288697
65,2020-03-27,18,10.028123716289917,9.033617411444208,True,66,18.06723481571982,18.06723482288697
66,2020-03-28,18,10.028123716289917,9.033617411444208,True,67,18.067234818019116,18.06723482288697
67,2020-03-29,18,10.028123716289917,9.033617411444208,True,68,18.067234819580925,18.06723482288697
68,2020-03-30,18,10.028123716289917,9.033617411444208,True,69,18.067234820641787,18.06723482288697
69,2020-03-31,18,10.028123716289917,9.033617411444208,True,70,18.06723482136238,18.06723482288697
70,2020-04-01,18,10.028123716289917,9.033617411444208,True,71,18.06723482185185,18.06723482288697
71,2020-04-02,18,10.028123716289917,9.033617411444208,True,72,18.067234822184325,18.06723482288697
72,2020-04-03,18,10.028123716289917,9.033617411444208,True,73,18.067234822410157,18.06723482288697
73,2020-04-04,18,10.028123716289917,9.033617411444208,True,74,18.06723482256356,18.06723482288697
74,2020-04-05,18,10.028123716289917,9.033617411444208,True,75,18.067234822667753,18.06723482288697
75,2020-04-06,18,10.028123716289917,9.033617411444208,True,76,18.06723482273853,18.06723482288697
76,2020-04-07,18,10.028123716289917,9.033617411444208,True,77,18.067234822786606,18.06723482288697
77,2020-04-08,18,10.028123716289917,9.033617411444208,True,78,18.067234822819263,18.06723482288697
