,Report_Date,Uzbekistan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
34,2020-02-25,0,88.49130815964365,1186.5154584896702,False,35,2.2649447173095925,2373.030916979341
35,2020-02-26,0,88.49130815964365,1186.5154584896702,False,36,2.57901982392321,2373.030916979341
36,2020-02-27,0,88.49130815964365,1186.5154584896702,False,37,2.936593116453412,2373.030916979341
37,2020-02-28,0,88.49130815964365,1186.5154584896702,False,38,3.343672932969118,2373.030916979341
38,2020-02-29,0,88.49130815964365,1186.5154584896702,False,39,3.8070927950319073,2373.030916979341
39,2020-03-01,0,88.49130815964365,1186.5154584896702,False,40,4.334623333692724,2373.030916979341
40,2020-03-02,0,88.49130815964365,1186.5154584896702,False,41,4.935098979976058,2373.030916979341
41,2020-03-03,0,88.49130815964365,1186.5154584896702,False,42,5.6185612429953,2373.030916979341
42,2020-03-04,0,88.49130815964365,1186.5154584896702,False,43,6.396420586138148,2373.030916979341
43,2020-03-05,0,88.49130815964365,1186.5154584896702,False,44,7.281639106201208,2373.030916979341
44,2020-03-06,0,88.49130815964365,1186.5154584896702,False,45,8.288936417650808,2373.030916979341
45,2020-03-07,0,88.49130815964365,1186.5154584896702,False,46,9.435021338039645,2373.030916979341
46,2020-03-08,0,88.49130815964365,1186.5154584896702,False,47,10.738852152065874,2373.030916979341
47,2020-03-09,0,88.49130815964365,1186.5154584896702,False,48,12.221928388429024,2373.030916979341
48,2020-03-10,0,88.49130815964365,1186.5154584896702,False,49,13.908617158691762,2373.030916979341
49,2020-03-11,0,88.49130815964365,1186.5154584896702,False,50,15.826517158329068,2373.030916979341
50,2020-03-12,0,88.49130815964365,1186.5154584896702,False,51,18.00686338745747,2373.030916979341
51,2020-03-13,0,88.49130815964365,1186.5154584896702,False,52,20.484975473948868,2373.030916979341
52,2020-03-14,0,88.49130815964365,1186.5154584896702,False,53,23.300752125421862,2373.030916979341
53,2020-03-15,1,88.49130815964365,1186.5154584896702,False,54,26.499213636465086,2373.030916979341
54,2020-03-16,6,88.49130815964365,1186.5154584896702,False,55,30.131093455211595,2373.030916979341
55,2020-03-17,10,88.49130815964365,1186.5154584896702,False,56,34.25347847268628,2373.030916979341
56,2020-03-18,15,88.49130815964365,1186.5154584896702,False,57,38.93049582230615,2373.030916979341
57,2020-03-19,23,88.49130815964365,1186.5154584896702,False,58,44.23404142644831,2373.030916979341
58,2020-03-20,33,88.49130815964365,1186.5154584896702,False,59,50.244542140457355,2373.030916979341
59,2020-03-21,43,88.49130815964365,1186.5154584896702,False,60,57.05173893950747,2373.030916979341
60,2020-03-22,43,88.49130815964365,1186.5154584896702,False,61,64.75547297289096,2373.030916979341
61,2020-03-23,46,88.49130815964365,1186.5154584896702,False,62,73.46644927205719,2373.030916979341
62,2020-03-24,50,88.49130815964365,1186.5154584896702,False,63,83.30694425656942,2373.030916979341
63,2020-03-25,60,88.49130815964365,1186.5154584896702,False,64,94.41141279465874,2373.030916979341
64,2020-03-26,75,88.49130815964365,1186.5154584896702,False,65,106.92693839040308,2373.030916979341
65,2020-03-27,88,88.49130815964365,1186.5154584896702,False,66,121.01345618795514,2373.030916979341
66,2020-03-28,104,88.49130815964365,1186.5154584896702,False,67,136.8436632402043,2373.030916979341
67,2020-03-29,144,88.49130815964365,1186.5154584896702,False,68,154.60251456046234,2373.030916979341
68,2020-03-30,149,88.49130815964365,1186.5154584896702,False,69,174.48618800040498,2373.030916979341
69,2020-03-31,172,88.49130815964365,1186.5154584896702,False,70,196.70038771008672,2373.030916979341
70,2020-04-01,181,88.49130815964365,1186.5154584896702,False,71,221.45784728603428,2373.030916979341
71,2020-04-02,205,88.49130815964365,1186.5154584896702,False,72,248.97489293920498,2373.030916979341
72,2020-04-03,227,88.49130815964365,1186.5154584896702,False,73,279.4669381170837,2373.030916979341
73,2020-04-04,266,88.49130815964365,1186.5154584896702,False,74,313.14280856500886,2373.030916979341
74,2020-04-05,342,88.49130815964365,1186.5154584896702,False,75,350.19784551389597,2373.030916979341
75,2020-04-06,457,88.49130815964365,1186.5154584896702,False,76,390.80580860892536,2373.030916979341
76,2020-04-07,520,88.49130815964365,1186.5154584896702,False,77,435.109701672135,2373.030916979341
77,2020-04-08,545,88.49130815964365,1186.5154584896702,False,78,483.21177255933947,2373.030916979341
