,Report_Date,Portugal_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
52,2020-03-14,169,75.27347609542318,11261.8568507722,True,53,722.7241795980875,19709.692467103643
53,2020-03-15,245,75.27347609542318,11261.8568507722,True,54,837.7223806110871,19709.692467103643
54,2020-03-16,331,75.27347609542318,11261.8568507722,True,55,970.2045067813899,19709.692467103643
55,2020-03-17,448,75.27347609542318,11261.8568507722,True,56,1122.5535693627357,19709.692467103643
56,2020-03-18,448,75.27347609542318,11261.8568507722,True,57,1297.385651228042,19709.692467103643
57,2020-03-19,785,75.27347609542318,11261.8568507722,True,58,1497.5415932222604,19709.692467103643
58,2020-03-20,1020,75.27347609542318,11261.8568507722,True,59,1726.0658451826032,19709.692467103643
59,2020-03-21,1280,75.27347609542318,11261.8568507722,True,60,1986.1686705219547,19709.692467103643
60,2020-03-22,1600,75.27347609542318,11261.8568507722,True,61,2281.167604176187,19709.692467103643
61,2020-03-23,2060,75.27347609542318,11261.8568507722,True,62,2614.4041140586837,19709.692467103643
62,2020-03-24,2362,75.27347609542318,11261.8568507722,True,63,2989.132002835008,19709.692467103643
63,2020-03-25,2995,75.27347609542318,11261.8568507722,True,64,3408.375431581192,19709.692467103643
64,2020-03-26,3544,75.27347609542318,11261.8568507722,True,65,3874.7567592552446,19709.692467103643
65,2020-03-27,4268,75.27347609542318,11261.8568507722,True,66,4390.297805930813,19709.692467103643
66,2020-03-28,5170,75.27347609542318,11261.8568507722,True,67,4956.202633133685,19709.692467103643
67,2020-03-29,5962,75.27347609542318,11261.8568507722,True,68,5572.635194957253,19709.692467103643
68,2020-03-30,6408,75.27347609542318,11261.8568507722,True,69,6238.510601205646,19709.692467103643
69,2020-03-31,7443,75.27347609542318,11261.8568507722,True,70,6951.323228415392,19709.692467103643
70,2020-04-01,8251,75.27347609542318,11261.8568507722,True,71,7707.037220819206,19709.692467103643
71,2020-04-02,9034,75.27347609542318,11261.8568507722,True,72,8500.06372418789,19709.692467103643
72,2020-04-03,9886,75.27347609542318,11261.8568507722,True,73,9323.343549572268,19709.692467103643
73,2020-04-04,10524,75.27347609542318,11261.8568507722,True,74,10168.543753525904,19709.692467103643
74,2020-04-05,11278,75.27347609542318,11261.8568507722,True,75,11026.36288312036,19709.692467103643
75,2020-04-06,11730,75.27347609542318,11261.8568507722,True,76,11886.924581050103,19709.692467103643
76,2020-04-07,12442,75.27347609542318,11261.8568507722,True,77,12740.225864252878,19709.692467103643
77,2020-04-08,13141,75.27347609542318,11261.8568507722,True,78,13576.59766084708,19709.692467103643
