,Report_Date,Ecuador_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
35,2020-02-26,0,73.65436226662926,3267.131327406625,True,36,18.106669606064493,5906.909824187896
36,2020-02-27,0,73.65436226662926,3267.131327406625,True,37,21.160194589012594,5906.909824187896
37,2020-02-28,0,73.65436226662926,3267.131327406625,True,38,24.726714694107738,5906.909824187896
38,2020-02-29,0,73.65436226662926,3267.131327406625,True,39,28.8917000080487,5906.909824187896
39,2020-03-01,6,73.65436226662926,3267.131327406625,True,40,33.75460055544147,5906.909824187896
40,2020-03-02,6,73.65436226662926,3267.131327406625,True,41,39.43103804203851,5906.909824187896
41,2020-03-03,7,73.65436226662926,3267.131327406625,True,42,46.05530644594003,5906.909824187896
42,2020-03-04,10,73.65436226662926,3267.131327406625,True,43,53.78321196801833,5906.909824187896
43,2020-03-05,13,73.65436226662926,3267.131327406625,True,44,62.79528061724471,5906.909824187896
44,2020-03-06,13,73.65436226662926,3267.131327406625,True,45,73.30035671134864,5906.909824187896
45,2020-03-07,13,73.65436226662926,3267.131327406625,True,46,85.53960666481764,5906.909824187896
46,2020-03-08,14,73.65436226662926,3267.131327406625,True,47,99.79092811602415,5906.909824187896
47,2020-03-09,15,73.65436226662926,3267.131327406625,True,48,116.37374280887806,5906.909824187896
48,2020-03-10,15,73.65436226662926,3267.131327406625,True,49,135.65412033512325,5906.909824187896
49,2020-03-11,17,73.65436226662926,3267.131327406625,True,50,158.05013604080648,5906.909824187896
50,2020-03-12,17,73.65436226662926,3267.131327406625,True,51,184.0373068784996,5906.909824187896
51,2020-03-13,17,73.65436226662926,3267.131327406625,True,52,214.1538702931486,5906.909824187896
52,2020-03-14,28,73.65436226662926,3267.131327406625,True,53,249.00557005926183,5906.909824187896
53,2020-03-15,28,73.65436226662926,3267.131327406625,True,54,289.26948685027145,5906.909824187896
54,2020-03-16,37,73.65436226662926,3267.131327406625,True,55,335.69629961916274,5906.909824187896
55,2020-03-17,58,73.65436226662926,3267.131327406625,True,56,389.11018950762303,5906.909824187896
56,2020-03-18,111,73.65436226662926,3267.131327406625,True,57,450.40540961872324,5906.909824187896
57,2020-03-19,199,73.65436226662926,3267.131327406625,True,58,520.5383587947989,5906.909824187896
58,2020-03-20,367,73.65436226662926,3267.131327406625,True,59,600.5138445102499,5906.909824187896
59,2020-03-21,506,73.65436226662926,3267.131327406625,True,60,691.3641427742161,5906.909824187896
60,2020-03-22,789,73.65436226662926,3267.131327406625,True,61,794.1195213174187,5906.909824187896
61,2020-03-23,981,73.65436226662926,3267.131327406625,True,62,909.7691602441298,5906.909824187896
62,2020-03-24,1082,73.65436226662926,3267.131327406625,True,63,1039.2119619291666,5906.909824187896
63,2020-03-25,1173,73.65436226662926,3267.131327406625,True,64,1183.1976590517654,5906.909824187896
64,2020-03-26,1403,73.65436226662926,3267.131327406625,True,65,1342.259938915089,5906.909824187896
65,2020-03-27,1595,73.65436226662926,3267.131327406625,True,66,1516.6449633854627,5906.909824187896
66,2020-03-28,1823,73.65436226662926,3267.131327406625,True,67,1706.2405263176836,5906.909824187896
67,2020-03-29,1924,73.65436226662926,3267.131327406625,True,68,1910.512868049868,5906.909824187896
68,2020-03-30,1962,73.65436226662926,3267.131327406625,True,69,2128.459445006434,5906.909824187896
69,2020-03-31,2240,73.65436226662926,3267.131327406625,True,70,2358.586248778034,5906.909824187896
70,2020-04-01,2748,73.65436226662926,3267.131327406625,True,71,2598.9171524836024,5906.909824187896
71,2020-04-02,3163,73.65436226662926,3267.131327406625,True,72,2847.040017436031,5906.909824187896
72,2020-04-03,3368,73.65436226662926,3267.131327406625,True,73,3100.1900756256746,5906.909824187896
73,2020-04-04,3465,73.65436226662926,3267.131327406625,True,74,3355.366013367045,5906.909824187896
74,2020-04-05,3646,73.65436226662926,3267.131327406625,True,75,3609.4691904312335,5906.909824187896
75,2020-04-06,3747,73.65436226662926,3267.131327406625,True,76,3859.4526469990037,5906.909824187896
76,2020-04-07,3747,73.65436226662926,3267.131327406625,True,77,4102.464894071384,5906.909824187896
77,2020-04-08,4450,73.65436226662926,3267.131327406625,True,78,4335.974369968361,5906.909824187896
